Image path,Label
./Dataset/arcondicionado (232).jpg,1
./Dataset/arcondicionado (233).jpg,1
./Dataset/arcondicionado (234).jpg,1
./Dataset/arcondicionado (235).jpg,1
./Dataset/arcondicionado (236).jpg,1
./Dataset/arcondicionado (237).jpg,1
./Dataset/arcondicionado (238).jpg,1
./Dataset/arcondicionado (239).jpg,1
./Dataset/arcondicionado (24).jpg,1
./Dataset/arcondicionado (240).jpg,1
./Dataset/arcondicionado (241).jpg,1
./Dataset/arcondicionado (242).jpg,1
./Dataset/arcondicionado (243).jpg,1
./Dataset/arcondicionado (244).jpg,1
./Dataset/arcondicionado (245).jpg,1
./Dataset/arcondicionado (246).jpg,1
./Dataset/arcondicionado (247).jpg,1
./Dataset/arcondicionado (248).jpg,1
./Dataset/arcondicionado (249).jpg,1
./Dataset/arcondicionado (25).jpg,1
./Dataset/arcondicionado (250).jpg,1
./Dataset/arcondicionado (251).jpg,1
./Dataset/arcondicionado (252).jpg,1
./Dataset/arcondicionado (253).jpg,1
./Dataset/arcondicionado (254).jpg,1
./Dataset/arcondicionado (255).jpg,1
./Dataset/arcondicionado (256).jpg,1
./Dataset/arcondicionado (257).jpg,1
./Dataset/arcondicionado (258).jpg,1
./Dataset/arcondicionado (259).jpg,1
./Dataset/arcondicionado (26).jpg,1
./Dataset/arcondicionado (260).jpg,1
./Dataset/arcondicionado (261).jpg,1
./Dataset/arcondicionado (262).jpg,1
./Dataset/arcondicionado (263).jpg,1
./Dataset/arcondicionado (264).jpg,1
./Dataset/arcondicionado (265).jpg,1
./Dataset/arcondicionado (266).jpg,1
./Dataset/arcondicionado (267).jpg,1
./Dataset/arcondicionado (268).jpg,1
./Dataset/arcondicionado (269).jpg,1
./Dataset/arcondicionado (27).jpg,1
./Dataset/arcondicionado (270).jpg,1
./Dataset/arcondicionado (271).jpg,1
./Dataset/arcondicionado (272).jpg,1
./Dataset/arcondicionado (273).jpg,1
./Dataset/arcondicionado (274).jpg,1
./Dataset/arcondicionado (275).jpg,1
./Dataset/arcondicionado (276).jpg,1
./Dataset/arcondicionado (277).jpg,1
./Dataset/arcondicionado (278).jpg,1
./Dataset/arcondicionado (279).jpg,1
./Dataset/arcondicionado (28).jpg,1
./Dataset/arcondicionado (280).jpg,1
./Dataset/arcondicionado (281).jpg,1
./Dataset/arcondicionado (282).jpg,1
./Dataset/arcondicionado (283).jpg,1
./Dataset/arcondicionado (284).jpg,1
./Dataset/arcondicionado (285).jpg,1
./Dataset/arcondicionado (286).jpg,1
./Dataset/arcondicionado (287).jpg,1
./Dataset/arcondicionado (288).jpg,1
./Dataset/arcondicionado (289).jpg,1
./Dataset/arcondicionado (29).jpg,1
./Dataset/arcondicionado (290).jpg,1
./Dataset/arcondicionado (291).jpg,1
./Dataset/arcondicionado (292).jpg,1
./Dataset/arcondicionado (293).jpg,1
./Dataset/arcondicionado (294).jpg,1
./Dataset/arcondicionado (295).jpg,1
./Dataset/arcondicionado (296).jpg,1
./Dataset/arcondicionado (297).jpg,1
./Dataset/arcondicionado (298).jpg,1
./Dataset/arcondicionado (299).jpg,1
./Dataset/arcondicionado (3).jpg,1
./Dataset/arcondicionado (30).jpg,1
./Dataset/arcondicionado (300).jpg,1
./Dataset/arcondicionado (301).jpg,1
./Dataset/arcondicionado (302).jpg,1
./Dataset/arcondicionado (303).jpg,1
./Dataset/arcondicionado (304).jpg,1
./Dataset/arcondicionado (305).jpg,1
./Dataset/arcondicionado (306).jpg,1
./Dataset/arcondicionado (307).jpg,1
./Dataset/arcondicionado (308).jpg,1
./Dataset/arcondicionado (309).jpg,1
./Dataset/arcondicionado (31).jpg,1
./Dataset/arcondicionado (310).jpg,1
./Dataset/arcondicionado (311).jpg,1
./Dataset/arcondicionado (312).jpg,1
./Dataset/arcondicionado (313).jpg,1
./Dataset/arcondicionado (314).jpg,1
./Dataset/arcondicionado (315).jpg,1
./Dataset/arcondicionado (316).jpg,1
./Dataset/arcondicionado (317).jpg,1
./Dataset/arcondicionado (318).jpg,1
./Dataset/arcondicionado (319).jpg,1
./Dataset/arcondicionado (32).jpg,1
./Dataset/arcondicionado (320).jpg,1
./Dataset/arcondicionado (321).jpg,1
./Dataset/arcondicionado (322).jpg,1
./Dataset/arcondicionado (323).jpg,1
./Dataset/arcondicionado (324).jpg,1
./Dataset/arcondicionado (325).jpg,1
./Dataset/arcondicionado (326).jpg,1
./Dataset/arcondicionado (327).jpg,1
./Dataset/arcondicionado (328).jpg,1
./Dataset/arcondicionado (329).jpg,1
./Dataset/arcondicionado (33).jpg,1
./Dataset/arcondicionado (330).jpg,1
./Dataset/arcondicionado (331).jpg,1
./Dataset/arcondicionado (332).jpg,1
./Dataset/arcondicionado (333).jpg,1
./Dataset/arcondicionado (334).jpg,1
./Dataset/arcondicionado (335).jpg,1
./Dataset/arcondicionado (336).jpg,1
./Dataset/arcondicionado (337).jpg,1
./Dataset/arcondicionado (338).jpg,1
./Dataset/arcondicionado (339).jpg,1
./Dataset/arcondicionado (34).jpg,1
./Dataset/arcondicionado (340).jpg,1
./Dataset/arcondicionado (341).jpg,1
./Dataset/arcondicionado (342).jpg,1
./Dataset/arcondicionado (343).jpg,1
./Dataset/arcondicionado (344).jpg,1
./Dataset/arcondicionado (345).jpg,1
./Dataset/arcondicionado (346).jpg,1
./Dataset/arcondicionado (347).jpg,1
./Dataset/arcondicionado (348).jpg,1
./Dataset/arcondicionado (349).jpg,1
./Dataset/arcondicionado (35).jpg,1
./Dataset/arcondicionado (350).jpg,1
./Dataset/arcondicionado (351).jpg,1
./Dataset/arcondicionado (352).jpg,1
./Dataset/arcondicionado (353).jpg,1
./Dataset/arcondicionado (354).jpg,1
./Dataset/arcondicionado (355).jpg,1
./Dataset/arcondicionado (356).jpg,1
./Dataset/arcondicionado (357).jpg,1
./Dataset/arcondicionado (358).jpg,1
./Dataset/arcondicionado (359).jpg,1
./Dataset/arcondicionado (36).jpg,1
./Dataset/arcondicionado (360).jpg,1
./Dataset/arcondicionado (361).jpg,1
./Dataset/arcondicionado (362).jpg,1
./Dataset/arcondicionado (363).jpg,1
./Dataset/arcondicionado (364).jpg,1
./Dataset/arcondicionado (365).jpg,1
./Dataset/arcondicionado (366).jpg,1
./Dataset/arcondicionado (367).jpg,1
./Dataset/arcondicionado (368).jpg,1
./Dataset/arcondicionado (369).jpg,1
./Dataset/arcondicionado (37).jpg,1
./Dataset/arcondicionado (370).jpg,1
./Dataset/arcondicionado (371).jpg,1
./Dataset/arcondicionado (372).jpg,1
./Dataset/arcondicionado (373).jpg,1
./Dataset/arcondicionado (374).jpg,1
./Dataset/arcondicionado (375).jpg,1
./Dataset/arcondicionado (376).jpg,1
./Dataset/arcondicionado (377).jpg,1
./Dataset/arcondicionado (378).jpg,1
./Dataset/arcondicionado (379).jpg,1
./Dataset/arcondicionado (38).jpg,1
./Dataset/arcondicionado (380).jpg,1
./Dataset/arcondicionado (381).jpg,1
./Dataset/arcondicionado (382).jpg,1
./Dataset/arcondicionado (383).jpg,1
./Dataset/arcondicionado (384).jpg,1
./Dataset/arcondicionado (385).jpg,1
./Dataset/arcondicionado (386).jpg,1
./Dataset/arcondicionado (387).jpg,1
./Dataset/arcondicionado (388).jpg,1
./Dataset/arcondicionado (389).jpg,1
./Dataset/arcondicionado (39).jpg,1
./Dataset/arcondicionado (390).jpg,1
./Dataset/arcondicionado (391).jpg,1
./Dataset/arcondicionado (392).jpg,1
./Dataset/arcondicionado (393).jpg,1
./Dataset/arcondicionado (394).jpg,1
./Dataset/arcondicionado (395).jpg,1
./Dataset/arcondicionado (396).jpg,1
./Dataset/arcondicionado (397).jpg,1
./Dataset/arcondicionado (398).jpg,1
./Dataset/arcondicionado (399).jpg,1
./Dataset/arcondicionado (4).jpg,1
./Dataset/arcondicionado (40).jpg,1
./Dataset/arcondicionado (400).jpg,1
./Dataset/arcondicionado (401).jpg,1
./Dataset/arcondicionado (402).jpg,1
./Dataset/arcondicionado (403).jpg,1
./Dataset/arcondicionado (404).jpg,1
./Dataset/arcondicionado (405).jpg,1
./Dataset/arcondicionado (406).jpg,1
./Dataset/arcondicionado (407).jpg,1
./Dataset/arcondicionado (408).jpg,1
./Dataset/arcondicionado (409).jpg,1
./Dataset/arcondicionado (41).jpg,1
./Dataset/arcondicionado (410).jpg,1
./Dataset/arcondicionado (411).jpg,1
./Dataset/arcondicionado (412).jpg,1
./Dataset/arcondicionado (413).jpg,1
./Dataset/arcondicionado (414).jpg,1
./Dataset/arcondicionado (415).jpg,1
./Dataset/arcondicionado (416).jpg,1
./Dataset/arcondicionado (417).jpg,1
./Dataset/arcondicionado (418).jpg,1
./Dataset/arcondicionado (419).jpg,1
./Dataset/arcondicionado (42).jpg,1
./Dataset/arcondicionado (420).jpg,1
./Dataset/arcondicionado (421).jpg,1
./Dataset/arcondicionado (422).jpg,1
./Dataset/arcondicionado (423).jpg,1
./Dataset/arcondicionado (424).jpg,1
./Dataset/arcondicionado (425).jpg,1
./Dataset/arcondicionado (426).jpg,1
./Dataset/arcondicionado (427).jpg,1
./Dataset/arcondicionado (428).jpg,1
./Dataset/arcondicionado (429).jpg,1
./Dataset/arcondicionado (43).jpg,1
./Dataset/arcondicionado (430).jpg,1
./Dataset/arcondicionado (431).jpg,1
./Dataset/arcondicionado (432).jpg,1
./Dataset/arcondicionado (433).jpg,1
./Dataset/arcondicionado (434).jpg,1
./Dataset/arcondicionado (435).jpg,1
./Dataset/arcondicionado (436).jpg,1
./Dataset/arcondicionado (437).jpg,1
./Dataset/arcondicionado (438).jpg,1
./Dataset/arcondicionado (439).jpg,1
./Dataset/arcondicionado (44).jpg,1
./Dataset/arcondicionado (440).jpg,1
./Dataset/arcondicionado (441).jpg,1
./Dataset/arcondicionado (442).jpg,1
./Dataset/arcondicionado (443).jpg,1
./Dataset/arcondicionado (444).jpg,1
./Dataset/arcondicionado (445).jpg,1
./Dataset/arcondicionado (446).jpg,1
./Dataset/arcondicionado (447).jpg,1
./Dataset/arcondicionado (448).jpg,1
./Dataset/arcondicionado (449).jpg,1
./Dataset/arcondicionado (45).jpg,1
./Dataset/arcondicionado (450).jpg,1
./Dataset/arcondicionado (451).jpg,1
./Dataset/arcondicionado (452).jpg,1
./Dataset/arcondicionado (453).jpg,1
./Dataset/arcondicionado (454).jpg,1
./Dataset/arcondicionado (455).jpg,1
./Dataset/arcondicionado (456).jpg,1
./Dataset/arcondicionado (457).jpg,1
./Dataset/arcondicionado (458).jpg,1
./Dataset/arcondicionado (459).jpg,1
./Dataset/arcondicionado (46).jpg,1
./Dataset/arcondicionado (460).jpg,1
./Dataset/arcondicionado (461).jpg,1
./Dataset/arcondicionado (462).jpg,1
./Dataset/arcondicionado (463).jpg,1
./Dataset/arcondicionado (464).jpg,1
./Dataset/arcondicionado (465).jpg,1
./Dataset/arcondicionado (466).jpg,1
./Dataset/arcondicionado (467).jpg,1
./Dataset/arcondicionado (468).jpg,1
./Dataset/arcondicionado (469).jpg,1
./Dataset/arcondicionado (47).jpg,1
./Dataset/arcondicionado (470).jpg,1
./Dataset/arcondicionado (471).jpg,1
./Dataset/arcondicionado (472).jpg,1
./Dataset/arcondicionado (473).jpg,1
./Dataset/arcondicionado (474).jpg,1
./Dataset/arcondicionado (475).jpg,1
./Dataset/arcondicionado (476).jpg,1
./Dataset/arcondicionado (477).jpg,1
./Dataset/arcondicionado (478).jpg,1
./Dataset/arcondicionado (479).jpg,1
./Dataset/arcondicionado (48).jpg,1
./Dataset/arcondicionado (480).jpg,1
./Dataset/arcondicionado (481).jpg,1
./Dataset/arcondicionado (482).jpg,1
./Dataset/arcondicionado (483).jpg,1
./Dataset/arcondicionado (484).jpg,1
./Dataset/arcondicionado (485).jpg,1
./Dataset/arcondicionado (486).jpg,1
./Dataset/arcondicionado (487).jpg,1
./Dataset/arcondicionado (488).jpg,1
./Dataset/arcondicionado (489).jpg,1
./Dataset/arcondicionado (49).jpg,1
./Dataset/arcondicionado (490).jpg,1
./Dataset/arcondicionado (491).jpg,1
./Dataset/arcondicionado (492).jpg,1
./Dataset/arcondicionado (493).jpg,1
./Dataset/arcondicionado (494).jpg,1
./Dataset/arcondicionado (495).jpg,1
./Dataset/arcondicionado (496).jpg,1
./Dataset/arcondicionado (497).jpg,1
./Dataset/arcondicionado (498).jpg,1
./Dataset/arcondicionado (499).jpg,1
./Dataset/arcondicionado (5).jpg,1
./Dataset/arcondicionado (50).jpg,1
./Dataset/arcondicionado (500).jpg,1
./Dataset/arcondicionado (501).jpg,1
./Dataset/arcondicionado (502).jpg,1
./Dataset/arcondicionado (503).jpg,1
./Dataset/arcondicionado (504).jpg,1
./Dataset/arcondicionado (505).jpg,1
./Dataset/arcondicionado (506).jpg,1
./Dataset/arcondicionado (507).jpg,1
./Dataset/arcondicionado (508).jpg,1
./Dataset/arcondicionado (509).jpg,1
./Dataset/arcondicionado (51).jpg,1
./Dataset/arcondicionado (510).jpg,1
./Dataset/arcondicionado (511).jpg,1
./Dataset/arcondicionado (512).jpg,1
./Dataset/arcondicionado (513).jpg,1
./Dataset/arcondicionado (514).jpg,1
./Dataset/arcondicionado (515).jpg,1
./Dataset/arcondicionado (516).jpg,1
./Dataset/arcondicionado (517).jpg,1
./Dataset/arcondicionado (518).jpg,1
./Dataset/arcondicionado (519).jpg,1
./Dataset/arcondicionado (52).jpg,1
./Dataset/arcondicionado (520).jpg,1
./Dataset/arcondicionado (521).jpg,1
./Dataset/arcondicionado (522).jpg,1
./Dataset/arcondicionado (523).jpg,1
./Dataset/arcondicionado (524).jpg,1
./Dataset/arcondicionado (525).jpg,1
./Dataset/arcondicionado (526).jpg,1
./Dataset/arcondicionado (527).jpg,1
./Dataset/arcondicionado (528).jpg,1
./Dataset/arcondicionado (529).jpg,1
./Dataset/arcondicionado (53).jpg,1
./Dataset/arcondicionado (530).jpg,1
./Dataset/arcondicionado (531).jpg,1
./Dataset/arcondicionado (532).jpg,1
./Dataset/arcondicionado (533).jpg,1
./Dataset/arcondicionado (534).jpg,1
./Dataset/arcondicionado (535).jpg,1
./Dataset/arcondicionado (536).jpg,1
./Dataset/arcondicionado (537).jpg,1
./Dataset/arcondicionado (538).jpg,1
./Dataset/arcondicionado (539).jpg,1
./Dataset/arcondicionado (54).jpg,1
./Dataset/arcondicionado (540).jpg,1
./Dataset/arcondicionado (541).jpg,1
./Dataset/arcondicionado (542).jpg,1
./Dataset/arcondicionado (543).jpg,1
./Dataset/arcondicionado (544).jpg,1
./Dataset/arcondicionado (545).jpg,1
./Dataset/arcondicionado (546).jpg,1
./Dataset/arcondicionado (547).jpg,1
./Dataset/arcondicionado (548).jpg,1
./Dataset/arcondicionado (549).jpg,1
./Dataset/arcondicionado (55).jpg,1
./Dataset/arcondicionado (550).jpg,1
./Dataset/arcondicionado (56).jpg,1
./Dataset/arcondicionado (57).jpg,1
./Dataset/arcondicionado (58).jpg,1
./Dataset/arcondicionado (59).jpg,1
./Dataset/arcondicionado (6).jpg,1
./Dataset/arcondicionado (60).jpg,1
./Dataset/arcondicionado (61).jpg,1
./Dataset/arcondicionado (62).jpg,1
./Dataset/arcondicionado (63).jpg,1
./Dataset/arcondicionado (64).jpg,1
./Dataset/arcondicionado (65).jpg,1
./Dataset/arcondicionado (66).jpg,1
./Dataset/arcondicionado (67).jpg,1
./Dataset/arcondicionado (68).jpg,1
./Dataset/arcondicionado (69).jpg,1
./Dataset/arcondicionado (7).jpg,1
./Dataset/arcondicionado (70).jpg,1
./Dataset/arcondicionado (71).jpg,1
./Dataset/arcondicionado (72).jpg,1
./Dataset/arcondicionado (73).jpg,1
./Dataset/arcondicionado (74).jpg,1
./Dataset/arcondicionado (75).jpg,1
./Dataset/arcondicionado (76).jpg,1
./Dataset/arcondicionado (77).jpg,1
./Dataset/arcondicionado (78).jpg,1
./Dataset/arcondicionado (79).jpg,1
./Dataset/arcondicionado (8).jpg,1
./Dataset/arcondicionado (80).jpg,1
./Dataset/arcondicionado (81).jpg,1
./Dataset/arcondicionado (82).jpg,1
./Dataset/arcondicionado (83).jpg,1
./Dataset/arcondicionado (84).jpg,1
./Dataset/arcondicionado (85).jpg,1
./Dataset/arcondicionado (86).jpg,1
./Dataset/arcondicionado (87).jpg,1
./Dataset/arcondicionado (88).jpg,1
./Dataset/arcondicionado (89).jpg,1
./Dataset/arcondicionado (9).jpg,1
./Dataset/arcondicionado (90).jpg,1
./Dataset/arcondicionado (91).jpg,1
./Dataset/arcondicionado (92).jpg,1
./Dataset/arcondicionado (93).jpg,1
./Dataset/arcondicionado (94).jpg,1
./Dataset/arcondicionado (95).jpg,1
./Dataset/arcondicionado (96).jpg,1
./Dataset/arcondicionado (97).jpg,1
./Dataset/arcondicionado (98).jpg,1
./Dataset/arcondicionado (99).jpg,1
./Dataset/arcondicionado2 (1).jpeg,1
./Dataset/arcondicionado2 (10).jpeg,1
./Dataset/arcondicionado2 (11).jpeg,1
./Dataset/arcondicionado2 (12).jpeg,1
./Dataset/arcondicionado2 (13).jpeg,1
./Dataset/arcondicionado2 (14).jpeg,1
./Dataset/arcondicionado2 (15).jpeg,1
./Dataset/arcondicionado2 (16).jpeg,1
./Dataset/arcondicionado2 (17).jpeg,1
./Dataset/arcondicionado2 (18).jpeg,1
./Dataset/arcondicionado2 (19).jpeg,1
./Dataset/arcondicionado2 (2).jpeg,1
./Dataset/arcondicionado2 (20).jpeg,1
./Dataset/arcondicionado2 (21).jpeg,1
./Dataset/arcondicionado2 (22).jpeg,1
./Dataset/arcondicionado2 (23).jpeg,1
./Dataset/arcondicionado2 (24).jpeg,1
./Dataset/arcondicionado2 (3).jpeg,1
./Dataset/arcondicionado2 (4).jpeg,1
./Dataset/arcondicionado2 (5).jpeg,1
./Dataset/arcondicionado2 (6).jpeg,1
./Dataset/arcondicionado2 (7).jpeg,1
./Dataset/arcondicionado2 (8).jpeg,1
./Dataset/arcondicionado2 (9).jpeg,1
./Dataset/armario (1).jpeg,2
./Dataset/armario (1).jpg,2
./Dataset/armario (10).jpeg,2
./Dataset/armario (10).jpg,2
./Dataset/armario (100).jpeg,2
./Dataset/armario (100).jpg,2
./Dataset/armario (101).jpeg,2
./Dataset/armario (101).jpg,2
./Dataset/armario (102).jpeg,2
./Dataset/armario (102).jpg,2
./Dataset/armario (103).jpeg,2
./Dataset/armario (103).jpg,2
./Dataset/armario (104).jpeg,2
./Dataset/armario (104).jpg,2
./Dataset/armario (105).jpeg,2
./Dataset/armario (105).jpg,2
./Dataset/armario (106).jpeg,2
./Dataset/armario (106).jpg,2
./Dataset/armario (107).jpeg,2
./Dataset/armario (107).jpg,2
./Dataset/armario (108).jpeg,2
./Dataset/armario (108).jpg,2
./Dataset/armario (109).jpeg,2
./Dataset/armario (109).jpg,2
./Dataset/armario (11).jpeg,2
./Dataset/armario (11).jpg,2
./Dataset/armario (110).jpeg,2
./Dataset/armario (110).jpg,2
./Dataset/armario (111).jpeg,2
./Dataset/armario (111).jpg,2
./Dataset/armario (112).jpeg,2
./Dataset/armario (112).jpg,2
./Dataset/armario (113).jpeg,2
./Dataset/armario (113).jpg,2
./Dataset/armario (114).jpeg,2
./Dataset/armario (114).jpg,2
./Dataset/armario (115).jpeg,2
./Dataset/armario (115).jpg,2
./Dataset/armario (116).jpeg,2
./Dataset/armario (116).jpg,2
./Dataset/armario (117).jpeg,2
./Dataset/armario (117).jpg,2
./Dataset/armario (118).jpeg,2
./Dataset/armario (118).jpg,2
./Dataset/armario (119).jpeg,2
./Dataset/armario (119).jpg,2
./Dataset/armario (12).jpeg,2
./Dataset/armario (12).jpg,2
./Dataset/armario (120).jpeg,2
./Dataset/armario (120).jpg,2
./Dataset/armario (121).jpeg,2
./Dataset/armario (121).jpg,2
./Dataset/armario (122).jpeg,2
./Dataset/armario (122).jpg,2
./Dataset/armario (123).jpeg,2
./Dataset/armario (123).jpg,2
./Dataset/armario (124).jpeg,2
./Dataset/armario (124).jpg,2
./Dataset/armario (125).jpeg,2
./Dataset/armario (125).jpg,2
./Dataset/armario (126).jpeg,2
./Dataset/armario (126).jpg,2
./Dataset/armario (127).jpeg,2
./Dataset/armario (127).jpg,2
./Dataset/armario (128).jpeg,2
./Dataset/armario (128).jpg,2
./Dataset/armario (129).jpeg,2
./Dataset/armario (129).jpg,2
./Dataset/armario (13).jpeg,2
./Dataset/armario (13).jpg,2
./Dataset/armario (130).jpeg,2
./Dataset/armario (130).jpg,2
./Dataset/armario (131).jpeg,2
./Dataset/armario (131).jpg,2
./Dataset/armario (132).jpeg,2
./Dataset/armario (132).jpg,2
./Dataset/armario (133).jpeg,2
./Dataset/armario (133).jpg,2
./Dataset/armario (134).jpeg,2
./Dataset/armario (134).jpg,2
./Dataset/armario (135).jpeg,2
./Dataset/armario (135).jpg,2
./Dataset/armario (136).jpeg,2
./Dataset/armario (136).jpg,2
./Dataset/armario (137).jpeg,2
./Dataset/armario (137).jpg,2
./Dataset/armario (138).jpeg,2
./Dataset/armario (138).jpg,2
./Dataset/armario (139).jpeg,2
./Dataset/armario (139).jpg,2
./Dataset/armario (14).jpeg,2
./Dataset/armario (14).jpg,2
./Dataset/armario (140).jpeg,2
./Dataset/armario (140).jpg,2
./Dataset/armario (141).jpeg,2
./Dataset/armario (141).jpg,2
./Dataset/armario (142).jpeg,2
./Dataset/armario (142).jpg,2
./Dataset/armario (143).jpeg,2
./Dataset/armario (143).jpg,2
./Dataset/armario (144).jpeg,2
./Dataset/armario (144).jpg,2
./Dataset/armario (145).jpeg,2
./Dataset/armario (145).jpg,2
./Dataset/armario (146).jpeg,2
./Dataset/armario (146).jpg,2
